UWI,"Depth subsea, m","MD, m_x","Elev above sea, m","BHT, C",Formation,"Synthetic Temp, C","Static Temp, C","Depth, m","True Temp, C",source,label,"KB Elev, m","TVD, m","MD, m_y","DST BHT, C"
100123606419W500,1004.35,1766.95,762.6,69.0,TRmontney,70.62,,,70.62,synthetic,train,762.6,1640.0,1640.0,65.3
100130806320W500,2424.9999999999995,3221.3999999999996,796.4,122.22,Dswan_hl,104.91,,,104.91,synthetic,train,796.4,,1635.25,
100132006502W600,3084.5,3942.5,858.0,108.6,Dswan_hl,124.38,,,124.38,synthetic,train,858.0,,3942.5,108.6
100132007121W500,684.85,1360.75,675.9,48.7,TRmontney,,,,,,test,675.9,,1294.5,
100132106524W500,582.5,1467.5,885.0,48.0,Kdunvegan,,,,,,test,885.0,,2045.5,62.0
100132306325W500,1375.1999999999998,2288.6,913.4,58.33,Kgething,84.73,,,84.73,synthetic,train,913.4,,2288.6,58.33
100132405522W500,1063.9,2082.5,1018.6,58.3,Kblkstn,72.44,,,72.44,synthetic,train,1018.6,,2082.5,60.4
100132503226W400,1288.9999999999998,2259.2,970.2,65.56,Dnisku,80.75,,,80.75,synthetic,train,970.2,,2259.2,65.56
100140103123W400,469.4,1392.0,922.6,43.33,Kbfs,55.13,,,55.13,synthetic,train,922.6,,1392.0,43.33
100140206310W500,385.79999999999995,1280.0,894.2,42.5,Kmannvl,53.38,,,53.38,synthetic,train,894.2,,1524.5,
100140206601W600,1647.4,2562.0,914.6,74.3,PRbelloy,,,,,,test,914.6,,1884.0,
100140306515W500,465.4000000000001,1459.7,994.3,47.78,Kmannvl,,,,,,test,994.3,,1459.7,47.78
100140307021W500,663.2,1315.5,652.3,46.9,Kbluesky,56.96,,,56.96,synthetic,train,652.3,,1315.5,46.9
100141006601W600,1654.6,2518.0,863.4,68.0,PRbelloy,98.19,78.05555556,796.1375745235977,78.05555556,static,train,863.4,,2518.0,68.0
100141103917W400,267.70000000000005,1064.0,796.3,43.4,Kvik_ss,45.52,,,45.52,synthetic,train,796.3,,1064.0,43.4
100141405626W400,425.5,1141.5,716.0,38.0,Kellrslie,,,,,,test,716.0,,1081.0,
100141503621W400,408.14999999999986,1315.85,907.7,48.89,Kvik_ss,,,,,,test,907.7,,1315.85,48.89
100141606818W500,646.4500000000002,1471.5500000000002,825.1,48.89,Kbluesky,63.34,,,63.34,synthetic,train,825.1,,1471.3,
100141705519W500,1348.9,2492.5,1143.6,83.33,Kmannvl,,,,,,test,1143.6,,2492.5,83.33
100142004127W400,867.4000000000001,1791.9,924.5,37.78,Kglauc_ss,70.19,,,70.19,synthetic,train,924.5,,979.75,
100142005315W500,1396.9,2337.4,940.5,59.2,Kmannvl_L,84.45,,,84.45,synthetic,train,940.5,,2953.5,86.7
100142006825W500,958.05,1646.35,688.3,48.0,Kgething,,,,,,test,688.3,,1646.35,48.0
100142103711W500,3624.600000000001,5128.200000000001,1503.6,116.67,Delk_pt,,,,,,not assigned,1503.6,4073.05,4081.55,98.89
100142306724W500,2388.1,3173.6,785.5,98.4,Dcook_lk,104.74,,,104.74,synthetic,train,785.5,3173.6,3176.0,98.4
100142904806W500,-630.95,225.55,856.5,37.78,Tpaskapoo,8.37,,,8.37,synthetic,train,856.5,,225.55,37.78
100142906919W500,660.6999999999999,1391.6,730.9,46.11,Jfernie,60.35,,,60.35,synthetic,train,730.9,,1372.0500000000002,48.89
100143206412W500,1717.3000000000002,2742.3,1025.0,87.78,Dswan_hl,102.6,,,102.6,synthetic,train,1025.0,,2742.3,87.78
100150106318W500,958.9,1851.0,892.1,94.0,Kgething,73.01,,,73.01,synthetic,train,892.1,,1851.0,94.0
100150406512W500,1735.2499999999995,2733.1499999999996,997.9,82.22,Dgilwood,101.27,,,101.27,synthetic,train,997.9,,2733.15,82.22
100151004919W500,2373.9,3509.0,1135.1,117.78,Melkton,118.91,,,118.91,synthetic,train,1135.1,,2542.05,
100152005416W500,1421.3,2322.5,901.2,61.0,Kostracod,83.48,,,83.48,synthetic,train,901.2,,2064.0,62.0
100152507708W500,-74.39999999999998,612.5,686.9,40.0,Mbanff,33.32,,,33.32,synthetic,train,686.9,,612.5,40.0
100152806721W500,1885.3500000000004,2591.8500000000004,706.5,65.56,Direton,,,,,,test,706.5,,1190.25,
100153208009W500,1099.2,1742.0,642.8,50.0,preCamb,66.44,,,66.44,synthetic,train,642.8,,1742.0,50.0
100153504402W500,1287.8,2202.0,914.2,71.3,Dnisku,78.75,,,78.75,synthetic,train,914.2,,2202.0,71.3
100153607812W500,-4.849999999999909,694.95,699.8,30.56,Kgething,37.41,,,37.41,synthetic,train,699.8,,694.95,30.56
100160106122W500,929.7,1893.0,963.3,50.0,Kshftbury,71.13,90.0,800.0999743968008,90.0,static,train,963.3,,1893.0,50.0
100160206625W500,2638.35,3411.75,773.4,88.6,Dswan_hl,111.07,,,111.07,synthetic,train,773.4,,3411.75,88.6
100160707808W500,1084.1499999999999,1743.85,659.7,61.0,Dgilwood,,,,,,test,659.7,,1743.85,61.0
100160906212W500,1740.3500000000004,2627.3500000000004,887.0,90.56,Dswan_hl,94.24,,,94.24,synthetic,train,887.0,,601.4,
100160906613W500,1159.6,2331.5,1171.9,43.0,Dgraminia,90.34,,,90.34,synthetic,train,1171.9,,2331.5,43.0
100161103025W400,817.0500000000001,1700.95,883.9,57.9,Mpekisko,,,,,,test,883.9,,1700.95,57.9
100161108108W500,1009.05,1671.35,662.3,46.11,Dmuskeg,64.81,,,64.81,synthetic,train,662.3,,1671.35,46.11
100161306417W500,929.6499999999999,1870.85,941.2,42.78,PRbelloy,,,,,,test,941.2,,1765.5500000000002,48.89
100161406821W500,2220.6,2929.6,709.0,81.0,Dgilwood,97.52,,,97.52,synthetic,train,709.0,2929.6,2930.0,89.0
100161506319W500,1408.3,2191.0,782.7,78.0,Mbanff,80.72,122.0,937.259970007681,122.0,static,train,782.7,,2191.0,78.0
100161603725W400,583.9499999999999,1534.35,950.4,52.22,Kvik_ss,60.55,,,60.55,synthetic,train,950.4,,1534.35,52.22
100161706919W500,736.65,1476.75,740.1,46.67,TRmontney,63.59,,,63.59,synthetic,train,740.1,,1409.25,
100161906819W500,718.2,1477.5,759.3,61.11,Kgething,63.16,,,63.16,synthetic,train,759.3,,1477.5,61.11
100162005425W400,479.0000000000002,1170.3000000000002,691.3,37.78,Dwabamun,49.67,,,49.67,synthetic,train,691.3,,1128.7,
100162104913W500,1489.7499999999995,2494.6499999999996,1004.9,71.11,Kmannvl_L,89.01,,,89.01,synthetic,train,1004.9,,1206.2,
100162703224W400,1518.9,2420.0,901.1,73.1,Dbvrhl_lk,86.79,,,86.79,synthetic,train,901.1,,2381.5,77.7
100162706309W500,281.30000000000007,1175.9,894.6,47.22,Kviking,50.88,,,50.88,synthetic,train,894.6,,1175.9,47.22
100162906116W500,714.0000000000002,1590.3000000000002,876.3,22.22,Kmannvl,62.92,,,62.92,synthetic,train,,,,
100163406326W500,1468.7,2390.4,921.7,69.0,Kcadomin,88.17,,,88.17,synthetic,train,921.7,2390.4,2390.5,69.0
100163406826W500,1029.6,1711.5,681.9,58.9,Kgething,67.81,,,67.81,synthetic,train,681.9,,1711.5,58.9
100163602923W400,1281.0500000000002,2180.05,899.0,62.1,Dleduc,,,,,,test,899.0,,2180.05,62.1
100163606918W500,1839.5,2733.5,894.0,21.7,Dswan_hl,97.84,,,97.84,synthetic,train,894.0,,2733.5,21.7
102052004217W400,234.5,988.3,753.8,33.33,Kviking,41.98,,,41.98,synthetic,train,753.8,,988.3,33.33
102061003805W500,1072.8,2073.5,1000.7,59.5,K2nd_ws,73.64,,,73.64,synthetic,train,1000.7,,2402.75,72.8
102061504515W400,252.5,950.0,697.5,38.6,Kellrslie,42.79,,,42.79,synthetic,train,697.5,,950.0,38.6
102061504716W500,435.1500000000001,1707.95,1272.8,51.67,Kknhl_tuf,58.29,105.0,975.359968788481,105.0,static,train,1272.8,,2124.9,58.89
102071804513W400,249.20000000000005,928.5,679.3,35.3,Dwintrbrn,41.65,,,41.65,synthetic,train,679.3,,928.5,35.3
102092304009W500,743.3500000000001,1796.45,1053.1,53.33,Kbelly_rv,,,,,,test,1053.1,,1796.45,53.33
102101106218W500,2202.7500000000005,3109.8500000000004,907.1,120.0,Dswan_hl,,,,,,test,907.1,,3109.8500000000004,120.0
102101403324W400,1513.5,2410.0,896.5,72.5,Dbvrhl_lk,,,,,,test,896.5,,2410.0,72.5
102102106218W500,2176.75,3055.45,878.7,83.89,Dswan_hl,,,,,,test,878.7,,1892.8,
102112204416W500,2653.9,3829.0,1175.1,89.2,Dbvrhl_lk,,,,,,not assigned,1175.1,,3829.0,89.2
102142004709W500,1341.2,2297.5,956.3,68.8,Jrock_ck,81.48,,,81.48,synthetic,train,956.3,,2297.5,68.8
106141105522W400,98.39999999999998,731.5,633.1,23.33,Kviking,32.98,,,32.98,synthetic,train,633.1,,731.5,23.33
