UWI,"Depth subsea, m","BHT, C",Formation,"Synthetic Temp, C","Static Temp, C","True Temp, C",source,label,SurfaceLatitude_NAD27,SurfaceLongitude_NAD27,BottomLatitude_NAD27,BottomLongitude_NAD27,"oil total cum, bbl","gas total cum, mcf","water total cum, bbl",gor total average,"gas maximum, mcf","oil maximum, bbl","water maximum, bbl",yield total average,status,"DST BHT, C","Maximum Shut-in Pressure, kPa",GR,NPHI_SS,NPHI_LS,DPHI_SS,DPHI_LS,PEFZ,RHOB,CAL
100093405314W500,860.5,59.8,K2nd_ws,,,,,test,53.621699,-115.972754,53.621699,-115.972754,10736.708,1235363.554,476.139,115059.807,78416.218,691.879,112.588,8.691,producing,59.8,21833.0,10.4809,0.0443,-0.0850477236805874,-0.2135000826116951,-0.2111760924230383,4.5771,2722.765,62.572
100093405315W500,762.55,44.44,Kcard_ss,,,,,test,53.621883,-116.116187,53.621883,-116.116187,242154.26525258427,8041264.892487917,636747.0242456589,48434527.643789165,112205.28041208985,11663.859795032444,8380.191320251539,6471.977976138895,producing,44.44,2151.2,175.1315,0.2801036631106626,0.2572103794095011,0.0589106516342924,0.1125440248206584,2.748724022144104,-215.1029185023707,8.9372
100100105619W500,1650.2500000000002,84.6,Mshunda,101.99,,101.99,synthetic,train,53.811459,-116.684027,53.811459,-116.684027,242016.22524882108,7887334.672413179,663126.2829559436,48433945.97865113,110322.39592467599,11734.19965870173,8617.099045713083,6476.444437013899,producing,84.6,17248.355368371085,43.693,0.1244883785641089,0.0448,-0.0337680050940199,-0.0349,2.9283,2769.3464,140.5794
100100106518W500,438.0000000000002,44.44,K2nd_ws,50.66,,50.66,synthetic,train,54.597989,-116.581044,54.597989,-116.581044,1.258,3162174.166,2366.89,2513651960.254,93580.336,1.258,139.005,0.0,producing,44.44,496.4,50.29260835449203,0.1511038155212302,0.1009696834201696,0.0481452583217714,0.0776876787721879,3.578950488853612,-79.2233676060431,8.1717
100100106619W500,784.5999999999999,53.33,Kmannvl,,,,,test,54.685276,-116.732787,54.685276,-116.732787,242075.05498066175,7952722.009878029,651194.8270796423,48434193.26465679,111125.58820747772,11702.317064461744,8509.830595553944,6474.6141950896435,producing,53.33,10859.2,52.40110492842133,0.1635641594965368,0.1099687012770012,0.0552655426875635,0.0847986134006247,3.5488715108664834,60.25558808289327,22.96498253704576
100100205918W500,2356.4,82.22,Dbvrhl_lk,114.45,,114.45,synthetic,train,54.074754,-116.584378,54.074754,-116.584378,4708.554,89371078.517,12081592.492,18980578.436,619496.951,3836.156,110449.078,0.053,producing,82.22,31550.4,27.5696,0.15939474809022,0.0999,0.0128717823047104,0.043,3.750687528065276,2.6364,6.0515
100100206624W500,1152.4999999999998,53.33,Kcadomin,81.59,,81.59,synthetic,train,54.685175,-117.514762,54.685175,-117.514762,242054.61847271217,7930037.060834692,655434.6221210028,48434107.44518856,110846.46916017479,11713.655191637714,8547.962820681838,6475.239892025376,producing,53.33,13072.495700536017,48.585254212058445,0.132531084605925,0.0883205219493833,0.0378205349116666,0.0669982360717114,3.794775981681971,-117.47294831063562,8.0369
100100206721W500,975.95,74.44,TRmontney,,,,,test,54.77229,-117.087067,54.77229,-117.087067,242045.11031106583,7919329.779905647,656915.4891710135,48434067.08398954,110717.14070305102,11717.570947767497,8561.206623060494,6475.583276423884,producing,74.44,14134.3,58.6837,0.1711014221168187,0.1188619951216715,0.0554941027705631,0.0868523366388865,3.383757633966006,-68.1099728865587,7.6729
100100405415W500,750.9999999999999,53.33,Kcard_ss,,,,,test,53.636182,-116.146312,53.636182,-116.146312,242092.51389385914,7972225.298255176,647969.7283028923,48434266.93009094,111363.60955753147,11693.728299787304,8480.884932961537,6474.0374595061085,producing,60.0,8942.5,18.1422,0.1362048087622782,0.0738,-0.018838330598351,0.0074,3.945652752894884,2.6983,8.7861
100100406315W500,916.9499999999998,51.11,PRbelloy,77.74,,77.74,synthetic,train,54.423806,-116.202712,54.423806,-116.202712,242072.7882698773,7950246.202547142,651794.5516076013,48434183.860107094,111094.48948529315,11703.93254833572,8515.24418109448,6474.6698297716075,producing,51.11,11096.246517953836,51.53875825908087,0.1644048374638453,0.110039695924909,0.0555571276359192,0.0853313881656777,3.4289623370166824,-46.48511087693976,8.9597
100100506523W500,814.6000000000001,58.89,Kpeace_rv,,,,,test,54.597903,-117.439136,54.597903,-117.439136,73857.479,267300.245,23754.736,3619.136,5494.962,2542.971,1698.249,276.309,producing,58.89,10685.60827209935,72.4997,0.1640216944425923,0.1227849298601047,0.0437631748646866,0.0777363885777163,3.551702536856137,-133.88079041183016,7.6197
100100606117W500,1751.35,76.67,Dwintrbrn,94.01,,94.01,synthetic,train,54.249774,-116.53543,54.249774,-116.53543,242052.23562804755,7927636.723293332,656715.190961278,48434098.13176934,110813.07273519467,11717.150705052667,8559.599939022533,6475.229259940348,producing,76.67,13279.3,86.322,0.0631240290814652,0.0423,0.0945597911376362,0.1189,3.7613399335971023,2.513,8.983
100100606917W500,593.8000000000001,52.78,Kgething,68.33,,68.33,synthetic,train,54.947747,-116.577246,54.947747,-116.577246,242069.8848902702,7946858.174281674,651865.9873898297,48434171.19998422,111055.41074508436,11704.075642105188,8515.805749052368,6474.815164475286,producing,52.78,11445.3,90.8469,0.2192191073819366,0.1683137821034902,0.0673740531421727,0.1048949350599735,2.991257399556724,-62.92029874417574,8.4959
100100704717W500,1536.15,24.0,Kcard_ss,96.02,,96.02,synthetic,train,53.042267,-116.472128,53.042267,-116.472128,241934.24043100743,7795630.090721925,677886.5642052077,48433599.71637023,109205.09435047374,11773.468801758278,8749.508609760733,6479.193578614335,producing,24.0,26274.0,81.70114043410923,0.4340777472017429,0.3900482612623683,0.5303226853707389,0.5802,3.2331674797739405,1720.611,292.95
100100706017W500,2282.6,90.56,Dswan_hl,103.78,,103.78,synthetic,train,54.176907,-116.534244,54.176907,-116.534244,242099.81997386416,7981067.1142617995,648805.882282104,48434299.683488436,111460.84693079612,11696.176732506057,8488.763665864091,6473.563731084358,producing,90.56,7997.9,110.0895,0.1578051602775676,0.1112,-0.0632927819689877,-0.0317,3.465908716625589,2.8035,8.7377
100100805919W500,1110.4,69.44,Kmannvl,73.05,,73.05,synthetic,train,54.089493,-116.809579,54.089493,-116.809579,242074.65629762667,7952419.685108636,651728.1247957586,48434191.98757093,111119.65484988155,11703.783905856686,8514.695688973947,6474.57849743435,producing,69.44,10873.0,42.7597,0.0716038128903688,0.0417,0.1009202404485522,0.1256,4.00476391639938,2.4953,8.4868
100100806620W500,1704.9,68.33,Dwabamun,85.96,,85.96,synthetic,train,54.700706,-116.983277,54.700706,-116.983277,241955.71389173184,7819710.461919714,674216.9027599026,48433690.58244694,109497.52527033952,11763.72624443004,8716.623785691016,6478.452648253334,producing,68.33,23897.2,117.9326,0.2376978835936828,0.1961985759003126,0.0640181729070283,0.1066903153120296,2.9296669217225384,-110.57985709023784,9.118
100100808007W500,1018.2,43.9,Dmuskeg,65.46,,65.46,synthetic,train,55.922214,-115.053769,55.922214,-115.053769,140982.326,36511.782,19339.918,258.981,462.622,1658.623,317.006,3861.283,producing,44.1,16552.0,43.78348921244175,0.1488266248639501,0.0367,-0.1353245202364914,-0.132,4.348986660545744,2935.7,226.43405577244653
100100905816W500,752.0500000000001,43.89,K2nd_ws,70.74,,70.74,synthetic,train,54.001109,-116.314394,54.001109,-116.314394,242071.6328649495,7948881.955550751,651771.6519081396,48434178.77674479,111078.99362021228,11703.847596535075,8514.998199513298,6474.733122960023,producing,43.89,11238.5,7.288,0.1363375660138386,0.0811,0.0813503744143757,0.1088,3.826416745683872,2.5239,8.997
100100906223W500,2248.4,87.37,Dwintrbrn,110.39,,110.39,synthetic,train,54.351116,-117.384362,54.351116,-117.384362,241903.59616759853,7761684.99293018,684471.1618231054,48433471.23140437,108786.31317728297,11791.097942802338,8808.764328341204,6480.107660100881,producing,87.37,29578.0,40.2364,0.1237151268880604,0.0383,-0.0156967949436021,-0.0112,4.859451706640615,2759.2754,259.051
100100906321W500,2025.6,82.22,Dwintrbrn,95.57,,95.57,synthetic,train,54.437948,-117.110847,54.437948,-117.110847,241918.4509261932,7778193.718610263,681452.4564121994,48433533.66691898,108989.12910737991,11783.030969953175,8781.624057653184,6479.646150074211,producing,82.22,27965.1,73.5904,0.1696111571928002,0.1269212904965316,0.0466230747582208,0.0807490423181065,3.4979774245729955,-114.6380820060998,8.8946
100101007809W500,-33.5,37.78,Mpekisko,32.59,,32.59,synthetic,train,55.746677,-115.304675,55.746677,-115.304675,242129.53917063196,8013272.207128535,640121.5397123888,48434422.2641044,111869.47662070305,11672.72548196472,8410.27380366962,6472.921609529711,producing,37.78,4943.5,121.1271,0.3117327068100906,0.2443491617000366,0.1071438075004275,0.1505827405232565,2.041478971299175,48.21579944300095,8.7638
100101105718W500,683.6500000000001,58.89,Kcard_ss,,,,,test,53.914953,-116.559741,53.914953,-116.559741,242166.80948251142,8055253.90509453,634352.3296981745,48434580.504156455,112376.38274409833,11657.47462524966,8358.685380002376,6471.571826627633,producing,58.89,779.1,60.8257,0.0693222274261146,0.0651,0.2095660216968544,0.2408,4.00761556310087,2.2765,9.6504
100101106519W500,1618.4499999999998,80.0,Dwabamun,,,,,test,54.612042,-116.758753,54.612042,-116.758753,241964.43854606446,7829426.084974491,672506.7256644751,48433727.3080822,109616.5772259765,11759.161878720945,8701.257870532823,6478.174912631872,producing,80.0,22945.8,4.6583,0.1142813529436141,0.0507543788656383,0.0502281372402382,0.0711252284526513,3.7690610997987424,3.1677395918242155,9.3293
100101106622W500,662.0,49.44,Kmannvl,56.42,,56.42,synthetic,train,54.700839,-117.210498,54.700839,-117.210498,18231.646,515537.632,1752.344,28277.076,24427.155,1146.633,271.72,35.364,producing,49.44,3268.1,50.67931710419374,0.155168172945158,0.1037440190157202,0.0504145706410457,0.0800204034655831,3.534277514610678,-67.86665282474394,8.5875
100101205418W500,889.6500000000001,53.89,Kcardium,,,,,test,53.652765,-116.515351,53.652765,-116.515351,147.182,155.385,0.0,1055.734,105.944,100.008,0.0,947.209,producing,54.44,21877.1,0.7438,0.1394072261269045,0.1024461056901225,0.191917510699662,0.2251,3.923796602129526,2.325,11.8759
100101206315W500,1875.0,99.5,Dswan_hl,97.46,,97.46,synthetic,train,54.437971,-116.12756,54.437971,-116.12756,76989.809,601027.385,8902.602,7806.584,20207.052,2383.838,432.739,128.097,producing,99.5,20195.0,67.4902089680477,0.2317198731850733,0.1364,-0.0221511100667415,-0.0099,3.6125,2726.929,226.2215
100101206413W500,610.5,35.0,Kglauc_ss,74.49,,74.49,synthetic,train,54.526337,-115.822884,54.526337,-115.822884,242096.42636657742,7976537.388323946,647058.9451285589,48434283.27249502,111417.15296714715,11691.283720627496,8472.678351423134,6473.928207910896,producing,35.0,8525.235453033984,1.8291,0.1171580363613832,0.0508619300042936,0.0533909710176088,0.0738681775509885,3.703155230254312,2.584226172833155,7.1339
100101207121W500,222.44999999999996,38.89,Kpeace_rv,,,,,test,55.136723,-117.088037,55.136723,-117.088037,242118.5398149489,8001088.189280776,642485.409679023,48434376.14647923,111719.16016887015,11679.054378455034,8431.54666261029,6473.249662939507,producing,38.89,6129.4,153.459,0.2945347902685291,0.2531430817471355,0.0792737365912253,0.1288698195506519,2.4373580080676662,-113.15202303172543,7.8802
100101304315W500,1677.5500000000002,83.33,Kcard_ss,,,,,not assigned,52.707935,-116.039913,52.707935,-116.039913,242103.0855597244,7984451.582336017,647355.9260090688,48434312.71590504,111506.28471897231,11692.229481907027,8475.605191224517,6473.54587542624,producing,83.33,7694.6,30.2464,0.0618217660287201,0.0348,-0.0351262593859804,-0.0062,4.821005181871727,2.7238,6.187
100101306920W500,671.35,48.89,Jfernie,60.32,,60.32,synthetic,train,54.976838,-116.907629,54.976838,-116.907629,206.305,732722.835,577.403,3551648.457,72568.109,37.11,81.139,0.282,producing,54.44,12148.6,52.46768915097017,0.1748920157312426,0.1171652873948705,0.0613604255767154,0.0913846796791441,3.300226964371358,-32.90880929967523,7.9982
100101405416W500,780.7500000000001,49.44,Kcard_ss,,,,,test,53.664832,-116.243869,53.664921,-116.243739,242107.72527332293,7989243.848717754,645243.2548541089,48434331.18593469,111570.8994028028,11686.475887909732,8456.428779395956,6473.526096554023,producing,49.44,7267.1,15.9222,0.1542016962386082,0.0875,-0.0220104073270492,0.0056,3.8691480486585936,2.696,8.9984
100101406216W500,639.5999999999999,51.11,Kviking,64.57,,64.57,synthetic,train,54.365007,-116.285128,54.365007,-116.285128,242107.15429240928,7988543.405726792,645147.5598422632,48434328.59947033,111563.33306695355,11686.20064075346,8455.535469956736,6473.566345503241,producing,51.11,7342.9,142.3735,0.2617535096138865,0.2259743870180841,0.0654321836428377,0.1127998190118824,2.7797494838301677,-141.45081720394126,9.032
100101406819W500,1980.6,95.0,Dbvrhl_lk,99.64,,99.64,synthetic,train,54.888282,-116.781809,54.888282,-116.781809,242012.22743220153,7883010.721597702,664321.0527485036,48433929.5125648,110267.39846564196,11737.427724551166,8627.900355324055,6476.527991644665,producing,95.0,17657.5,50.87400281595582,0.1571888721751564,0.1051245108641361,0.0515446524844211,0.0811789736201216,3.512540990891249,-61.667050971089225,8.8658
100101408109W502,-120.70000000000005,31.11,Mpekisko,,,,,test,56.025078,-115.287948,56.025078,-115.287948,144323.481,43963.233,83733.735,304.616,1264.265,4225.495,2804.627,3282.822,producing,31.11,4460.9,35.078,0.2882240473962845,0.1772817196761437,0.1418142755339103,0.1657438121875144,2.173524465661835,746.1305892321135,65.949075366381
100101503821W400,375.85,35.0,Kvik_ss,50.08,,50.08,synthetic,train,52.268381,-112.919232,52.268381,-112.919232,242136.0301725924,8020708.935277393,639519.1028534928,48434450.17774238,111957.32338158801,11671.181637166763,8404.968981517515,6472.64375821253,producing,35.0,4192.0,54.53461635942675,0.1541211043057035,0.0936220066423021,0.0062151454109813,0.0331,3.4375662441331363,2.6541,8.9365
100101505918W500,2372.8500000000004,86.67,Dswan_hl,112.44,,112.44,synthetic,train,54.102966,-116.611682,54.102966,-116.611682,1356.712,27583078.637,688110.959,20330828.235,273413.215,1214.562,5777.191,0.049,producing,86.67,31447.0,14.575,0.0993306859026247,0.0444,0.0043307712968127,0.0267909728781934,4.054053753994691,-32.81052042918134,8.9766
100101506315W500,794.2499999999999,65.56,Kgething,,,,,test,54.452483,-116.178218,54.452483,-116.178218,242054.6687360843,7929935.594614758,654918.8762392161,48434107.21089142,110847.70308802034,11712.230345232627,8543.247244065358,6475.292076173784,producing,65.56,13100.0,49.82621681956461,0.1458768341323926,0.0974165460011303,0.0452502271654537,0.0746723062366396,3.6424501883510247,-86.76561993667735,8.5506
100101506609W500,1449.6999999999998,85.56,Dswan_hl,96.24,,96.24,synthetic,train,54.713826,-115.271432,54.713826,-115.271432,242113.4975189674,7995991.287522034,645138.6715637796,48434356.38870336,111648.55184448925,11686.294902220192,8455.654748523037,6473.233174194652,producing,85.56,6570.7,54.649411503173965,0.1986229489800849,0.1333275874858346,0.0745527732312173,0.1050428081729426,3.0244964391333538,16.006048089173532,8.1759
100101506718W500,2026.9,92.22,Dswan_hl,98.76,,98.76,synthetic,train,54.80142,-116.654725,54.80142,-116.654725,241907.1003474702,7765504.989049348,683520.1548604952,48433485.74914253,108834.41550517282,11788.534515387742,8800.176937597293,6480.024190974717,producing,92.22,29213.1,35.5594,0.1537954486132726,0.094082520296954,0.057525068754522,0.0843817345898763,3.4676035794376494,-15.472450235665631,9.1116
100101606027W400,1316.4,57.78,Dprair_ev,75.9,,75.9,synthetic,train,54.190478,-113.985044,54.190478,-113.985044,242172.42383105165,8061808.896598104,634225.3229313416,48434604.99520974,112451.93836771265,11657.22869134351,8357.701264105197,6471.289605379297,producing,57.78,103.4,3.5325,0.1723840973502393,0.0863471220110261,0.0860417761193756,0.1068365071120136,3.0522190579612563,142.7379335110719,9.3191
100101606419W500,691.55,50.0,Kvik_ss,57.22,76.66666667,76.66666667,static,train,54.539847,-116.808394,54.539847,-116.808394,1204318.89,1802435.88,3759635.03,1496.643,100399.598,114543.115,46993.063,668.162,producing,50.0,7977.2,63.8944,0.1770922026949247,0.1254941631503377,0.0572296433114818,0.0889637679125961,3.4599842146616435,60.19420051507598,24.22435389102424
100101606422W500,858.9000000000001,58.89,Kspirit_r,,,,,test,54.539232,-117.264053,54.539232,-117.264053,68.559,430807.156,1040.966,6283743.287,20051.668,38.368,567.341,0.159,producing,58.89,12196.8,52.90134476205755,0.1398202884099941,0.0938989698364455,0.0330267708927338,0.0633,3.725267160730066,2.6253,8.2787
100101606423W500,683.7,47.22,Kdunvegan,56.34,,56.34,synthetic,train,54.53987,-117.413684,54.53987,-117.413684,242164.92786401647,8053150.382301867,634694.8448103787,48434572.560477614,112350.73573623087,11658.386263867793,8361.758628668464,6471.634522331513,producing,47.22,986.0,174.1135,0.0921976678454583,0.0997,0.093248450246507,0.1288,3.4747541470337238,2.5465,8.616
100101608108W500,1012.8,52.4,Dmuskeg,,,,,test,56.023075,-115.184953,56.023075,-115.184953,242117.99896706123,8000831.376451739,643701.5306597846,48434374.84820282,111710.57730900854,11682.406232330592,8442.65256584419,6473.1488591701755,producing,52.4,6116.0,148.55345367199027,0.3948657950041406,0.2745,0.0149914141749247,0.1042,4.5234,2535.6184,44.1453
100101705323W400,868.8500000000001,75.56,Dcook_lk,61.55,,61.55,synthetic,train,53.577778,-113.353021,53.577778,-113.353021,242102.44773116743,7983382.633565501,646328.4172699774,48434309.01524094,111498.82990943322,11689.376967884387,8466.18712131953,6473.688711421819,producing,75.56,7839.3,27.4072,0.2106766815538671,0.1246700714855219,0.0963816711855638,0.1217980071190246,2.7241402378654085,146.11016972774917,9.106
100101706216W500,1047.3,65.0,Mdebolt,78.02,,78.02,synthetic,train,54.365991,-116.358144,54.365991,-116.358144,242024.10849393663,7895882.343260324,660838.832742404,48433978.50832555,110430.77060729229,11728.023649110122,8596.426613141275,6476.272393576699,producing,65.0,16437.1,142.3525,0.130687267817357,0.1073,0.0261939304603987,0.0588,3.309140930467127,2.6534,7.9711
100101706419W500,703.2,48.89,Kmannvl,58.53,61.66666667,61.66666667,static,train,54.539845,-116.83359,54.539845,-116.83359,646589.412,810397.452,2424193.72,1253.342,93442.609,103287.499,20650.707,797.867,producing,48.89,10562.8,31.9325,0.14277395268385,0.0850299982632426,0.0527062586802095,0.0789533208713614,3.568275974379171,-43.912525035717294,7.1418
100101706424W500,1317.3499999999997,56.67,Kcadomin,84.58,,84.58,synthetic,train,54.540411,-117.588809,54.540411,-117.588809,242099.12425700788,7979864.547527212,647567.4827786335,48434295.5433058,111452.8430605419,11692.740123455449,8477.414896384784,6473.7320367884695,producing,63.33,8163.4,145.6456,0.1918304315320825,0.1687,-0.0067988661862376,0.0367,3.4225081840752347,2.6831,9.3751
100101706519W500,612.9499999999999,48.89,Kvik_ss,55.15,,55.15,synthetic,train,54.627122,-116.833628,54.627122,-116.833628,242072.69074501604,7950003.387925707,651382.3902765195,48434183.06949085,111093.62599575246,11702.791294638379,8511.471347087861,6474.718785524994,producing,48.89,11135.0,50.027525176016766,0.1478404294620444,0.0987638287946356,0.0463575543844702,0.0757921146625681,3.6236981416684335,-77.97312304120794,9.1791
100101804316W400,836.4,60.0,Dbvrhl_lk,63.96,,63.96,synthetic,train,52.707158,-112.309178,52.707158,-112.309178,242039.20790550907,7912669.822936206,657792.4988341762,48434041.99155041,110636.90276534793,11719.884879844612,8569.041378777876,6475.800934879404,producing,60.0,14796.2,9.4454,0.1977159936464377,0.1057459344402506,0.0981341002926207,0.1201817247943513,2.767548415166964,168.56817129744297,7.7419
100101806316W500,973.0,65.56,TRmontney,81.59,,81.59,synthetic,train,54.453408,-116.403419,54.453408,-116.403419,242037.02445427788,7910288.954698776,658382.9943629944,48434032.94378329,110606.93265735402,11721.476410137166,8574.373187205063,6475.8531645067815,producing,65.56,15023.7,9.6478,0.1126265436489117,0.0527477012330358,0.0464681306865692,0.0683873216330656,3.809211699569064,-30.18377961660269,7.8245
100101806319W500,1025.3,65.56,Kgething,70.38,,70.38,synthetic,train,54.452156,-116.859501,54.452156,-116.859501,686.846,326791.332,2715.938,475785.448,30126.942,178.002,254.737,2.102,producing,65.56,1158.3,50.77770290369155,0.1561695297557482,0.1044290351301672,0.0509760281317413,0.0805935842900458,3.5238792524899214,-64.35851905509469,8.7818
100101806321W500,1216.45,26.67,Kgething,78.77,,78.77,synthetic,train,54.453469,-117.159623,54.453469,-117.159623,242014.2477533135,7884933.034222312,662872.7253457478,48433937.089479044,110296.10678761365,11733.461648356642,8614.71740380329,6476.575554329422,producing,26.67,17505.8,95.27438585262436,0.2316625923995721,0.1816,0.006972358563587,0.0489,3.335256573128943,2.6264,9.0901
100101806523W500,590.7500000000001,54.44,Kshftbury,55.28,,55.28,synthetic,train,54.626984,-117.464349,54.626984,-117.464349,156079.142,561700.959,37648.925,3598.821,14765.062,5561.451,2267.477,277.869,producing,54.44,11010.9,48.87819712827583,0.135554249460112,0.0903866747482638,0.0395125160831039,0.068730739705637,3.7625832448313545,-107.81556016387265,8.5027
100101806617W500,1525.1,67.22,Dwintrbrn,83.78,,83.78,synthetic,train,54.714168,-116.556308,54.714168,-116.556308,242018.44053225179,7889756.156192254,662546.1006750172,48433955.17506311,110352.78265227603,11732.637236152417,8611.862573249495,6476.389433502022,producing,67.22,17016.3,0.3468,0.1172370456093504,0.0500091370737762,0.0542736620970185,0.0744294222178215,3.698390788847877,14.14838560018427,7.9134
100101905314W500,2460.2500000000005,103.33,Dmuskeg,,,,,test,53.592653,-116.048315,53.592653,-116.048315,241926.36304858673,7787230.307921239,680627.0962078769,48433567.61171201,109096.30755929633,11780.897473049026,8774.325248932051,6479.317143787553,producing,103.33,27055.0,51.2787217017226,0.1225187713950818,0.0732000676465286,-0.0061145406246712,0.0209,3.8230731099433903,2.6742,8.565
100101905818W500,2382.5,126.67,Dswan_hl,,,,,test,54.03116,-116.659823,54.03116,-116.659823,400.032,205552.55,14984.215,513840.268,69760.593,400.032,4777.74,1.946,producing,132.22,30288.7,14.3016,0.1673343327436185,0.1187,0.1164299231947278,0.1504,3.7709341322620182,2.4684,10.6306
100101906018W500,2356.4999999999995,135.56,Dswan_hl,110.68,,110.68,synthetic,train,54.20496,-116.685846,54.204814,-116.685979,241889.07948827566,7745503.744801173,687266.1459631037,48433410.08022684,108588.28105916898,11798.552767993493,8833.869067465146,6480.575147523197,producing,135.56,31164.3,104.3857,0.1998217025262534,0.1643815254370267,0.0483186423518889,0.0883887854583611,3.306794014269701,-158.093086833063,8.2372
100101906116W500,2135.4,115.56,Dswan_hl,,,,,test,54.293537,-116.383717,54.293537,-116.383717,241924.62835930072,7785148.060816957,680483.4190567781,48433559.883398436,109073.16101175596,11780.467777717527,8772.956284009326,6479.423789855668,producing,115.56,27275.7,135.7826,0.2536054580242208,0.2169086488678945,0.064040352606984,0.1101429214144809,2.8399384241976704,-137.6710710765782,8.9706
100102006216W500,647.8499999999999,40.56,Kvik_ss,62.85,,62.85,synthetic,train,54.380721,-116.358758,54.380721,-116.358758,242150.9756805976,8037536.858929631,637183.5264290913,48434513.61305575,112160.61839368523,11665.004885912695,8384.079682946205,6472.104840681569,producing,40.56,2523.5,51.33303417580136,0.1624793168364523,0.108714555662305,0.0544649723323448,0.0842374245816407,3.445724448267805,-57.00645126830557,8.0977
100102006523W500,560.25,40.0,Kdunvegan,51.62,,51.62,synthetic,train,54.641887,-117.438384,54.641887,-117.438384,242115.18365896362,7997484.858163575,643573.9463241994,48434362.398612924,111672.89724502791,11682.000781951347,8441.396621283695,6473.310713791601,producing,40.0,6467.3,274.7496,0.3884606331321343,0.3850039674998906,0.0709457565896905,0.1437101888277156,2.0150374968901703,-312.7136508723423,9.1125
100102007016W500,437.2000000000001,25.0,Kgething,,,,,test,55.078498,-116.399659,55.078498,-116.399659,242083.71470478445,7962250.20413363,649127.4413259819,48434229.39094023,111244.15497504076,11696.76397315151,8491.195490471579,6474.377856105545,producing,25.0,9939.0,162.229,0.1168,0.1063,0.0268188075938428,0.0483,3.340397634689928,2627.8049,236.3658
100102008007W500,-63.200000000000045,29.0,Mbanff,31.27,,31.27,synthetic,train,55.950222,-115.055286,55.950222,-115.055286,242134.34304545575,8018629.596051565,639205.2123689048,48434442.50788677,111935.00030324669,11670.28227534228,8402.0446996149,6472.765994691083,producing,29.0,4418.0,22.8523,0.0791,0.0415,-0.0743,-0.0372,4.405424303146286,2765.3386,201.052
100102106215W500,612.8000000000001,59.44,Kmannvl,66.62,,66.62,synthetic,train,54.378899,-116.186815,54.378899,-116.186815,242086.17111601707,7965073.612389369,648928.6987079813,48434239.98017249,111277.36747301642,11696.260564120494,8489.455403038588,6474.2695991663095,producing,59.44,9652.7,74.6178,0.1882176164405627,0.1417,0.0182363681490099,0.0552,3.5301111744019558,2.6156,9.2514
100102107026W500,2531.5,81.0,Cambrian,103.68,,103.68,synthetic,train,55.077833,-117.902413,55.077833,-117.902413,242097.26407523738,7978319.298602329,649623.019742549,48434289.20331212,111425.62805541417,11698.387840495227,8496.156631402318,6473.611483548444,producing,81.0,8256.0,61.8279,0.2131889787051487,0.1159,-0.0412861394924633,-0.025,4.171195714757801,2756.3948,225.2729
100102107519W500,290.0,37.78,Kbluesky,,,,,test,55.514043,-116.882406,55.514043,-116.882406,242099.04535632287,7979324.219777162,646129.0163970406,48434293.929780506,111453.34167779941,11688.761981415206,8464.255759139589,6473.889123166332,producing,37.78,8266.8,7.3605,0.1530689691450468,0.0766285737726477,0.0721308000693114,0.0937743111351081,3.291211241453401,59.74881846547135,6.2273
100102205913W500,918.95,48.89,Jfernie,67.62,,67.62,synthetic,train,54.117687,-115.86082,54.117687,-115.86082,242164.1040187846,8052332.903600953,635177.4919982844,48434569.37560944,112339.14597799214,11659.705115929122,8366.147013272821,6471.62660425333,producing,50.0,1054.9,52.94074682596876,0.1800615181798397,0.1206849976526992,0.0642325526636826,0.0943610359116228,3.239731342987834,-22.756632633688127,7.9718
100102206114W500,1890.35,85.56,Dswan_hl,99.52,,99.52,synthetic,train,54.29281,-116.009868,54.29281,-116.009868,241939.75731973446,7801953.536948227,677383.345274146,48433623.448796146,109279.74847260238,11772.180997540883,8745.080464184965,6478.956487513051,producing,85.56,25634.7,120.9136,0.2184068883471732,0.1809585664430545,0.0357822600940526,0.0782,3.128079404240591,2.5763,8.1097
100102206615W500,387.20000000000016,43.33,Kmannvl,58.88,,58.88,synthetic,train,54.728749,-116.178276,54.728749,-116.178276,242086.36028199678,7965185.805640874,648575.2338094392,48434240.49761109,111280.29152467322,11695.286948434328,8486.228489200668,6474.29721380439,producing,43.33,9652.7,4.9828,0.1250427674693053,0.0576783334706519,0.0565232509510883,0.0775581080540286,3.632535357942879,18.598975476239616,8.2441
100102306520W500,2254.4,37.78,Dslave_pt,,,,,test,54.642802,-116.907806,54.642802,-116.907806,11.951,3066651.519,4197.189,256602085.097,154748.871,11.951,392.484,0.004,producing,47.0,9844.0,62.4392,0.1944950454657516,0.1233,0.1654379790973553,0.1838,3.853062231476323,2413.9429,213.9341
100102306919W500,728.8,61.11,TRmontney,66.22,,66.22,synthetic,train,54.992022,-116.779578,54.992022,-116.779578,60370.862,9693.871,40.255,160.572,1183.041,2536.052,40.255,6227.735,producing,61.11,12541.6,53.53475425901674,0.1753601629376233,0.1180194202574806,0.0619308216446358,0.0915074774561751,3.4311104454175747,109.79197490313628,26.319064911496653
